method,url,headers,body,label
PUT,/blog?file=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: Pc8rh6bZvFk2",,0
PUT,/login?page=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: GxrOoLA5sc7v",,0
GET,/login?query=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: oa32ZUffHLZd",,0
PUT,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: kM9sqd1UfRnw",file=/etc/shadow,1
POST,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: RQH7ALR4lzYv",page=%3Cscript%3Ealert%281%29%3C/script%3E,1
POST,/images,"User-Agent: Mozilla/5.0
X-Request-ID: uAWbWue3VRnn","username=' UNION SELECT NULL,NULL --",1
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: VUbIqJPnb6SR",file=<script>alert(1)</script>,1
POST,/login?ref=/etc/shadow,"User-Agent: Mozilla/5.0
X-Request-ID: EkXKRrxyMYbs",,1
GET,/docs?query=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: ewqpqRfHmA5v",,0
POST,/docs?query=%257C%2520whoami,"User-Agent: Mozilla/5.0
X-Request-ID: nqVSR8CpH7Lu",,1
POST,/docs?file=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: Qe7nyLDFzKh1",,0
POST,/search,"User-Agent: Mozilla/5.0
X-Request-ID: 3wN9o8qFu4mZ",file=%3Csvg/onload%3Dalert%281%29%3E,1
POST,/product?lang=; ls -la,"User-Agent: Mozilla/5.0
X-Request-ID: 3lpes8OUWqfu",,1
PUT,/checkout?id=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: 0xftaNhOPGHv",,0
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: qgqdV6Q2i0IO",query=....//....//etc/passwd,1
POST,/checkout?query=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: DbtVgge3VJ1q",,0
GET,/product,"User-Agent: Mozilla/5.0
X-Request-ID: iqwpppTdd3Va",query=/etc/shadow,1
GET,/images?lang=%2527%2520UNION%2520SELECT%2520NULL%252CNULL%2520--,"User-Agent: Mozilla/5.0
X-Request-ID: C6mltvhIksyT",,1
POST,/search?lang=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: cwE6FqGviCJE",,0
GET,/docs?file=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: zKiUcFeWT2nw",,0
PUT,/api/user?query=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: VWcsZwgPTa7v",,0
POST,/login,"User-Agent: Mozilla/5.0
X-Request-ID: xSTypzYN1j6A",ref=%2527%253B%2520DROP%2520TABLE%2520users%253B%2520--,1
GET,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: wGrFAv287Oxz",file=%24%28whoami%29,1
PUT,/blog?lang=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: 5y5rQD5gqtJl",,0
POST,/search?lang=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: eR3G5SQE6eDT",,0
GET,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: uEH9KRsWWlRY",page=%257C%2520whoami,1
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: J3zVACjgdG5f",search=<img src=x onerror=alert(1)>,1
PUT,/api/user?search=<svg/onload=alert(1)>,"User-Agent: Mozilla/5.0
X-Request-ID: p88cSthuryjP",,1
GET,/blog?page=' OR 1=1 --,"User-Agent: Mozilla/5.0
X-Request-ID: PxQmPTm8SEK6",,1
POST,/search,"User-Agent: Mozilla/5.0
X-Request-ID: 4QzlTQezaqA3",page=&& cat /etc/passwd,1
PUT,/images?id=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: ZQjZ03go512K",,1
PUT,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: q5KqllgFObfQ",lang=/etc/shadow,1
PUT,/images,"User-Agent: Mozilla/5.0
X-Request-ID: OfbyuuBtPgKx",ref=1%20OR%20TRUE,1
GET,/product?q=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: 1Pq4IgYV7hUp",,1
GET,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: F9YcNBhcUQK8",id=%24%28whoami%29,1
GET,/login?search=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: FtTVXUQJUOn8",,0
POST,/api/user?lang=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: IRd2TegEA833",,0
GET,/images,"User-Agent: Mozilla/5.0
X-Request-ID: xjsPpPbfy7U4",lang=1%20OR%20TRUE,1
GET,/product,"User-Agent: Mozilla/5.0
X-Request-ID: TfrPIT8pwK8i","file=' UNION SELECT NULL,NULL --",1
GET,/api/user?file=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: 4wZUwkTJJBDK",,0
GET,/checkout?ref=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: Gz7XL5FVcVuI",,1
GET,/blog?page=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: u0uqKiGAw7ms",,0
GET,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: 4aSoJlx2itcW",page=alert%28String.fromCharCode%2888%2C83%2C83%29%29,1
POST,/api/user?page=../images/banner.png,"User-Agent: Mozilla/5.0
X-Request-ID: 94KEsMTTe0NL",,0
GET,/login?lang=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: n7sWIGvv6ZZu",,0
POST,/api/user?ref=<script>alert(1)</script>,"User-Agent: Mozilla/5.0
X-Request-ID: OeBBbubrj8Tw",,1
GET,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: M0mQuKlSaUSD",username='; DROP TABLE users; --,1
PUT,/blog?file=<svg/onload=alert(1)>,"User-Agent: Mozilla/5.0
X-Request-ID: gPA1gulweAvk",,1
POST,/search,"User-Agent: Mozilla/5.0
X-Request-ID: 4D0tyhlbQzda",search=%3B%20ls%20-la,1
PUT,/product?query=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: odn3cTJ0g1zO",,0
POST,/checkout?page=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: CIfk3llrq8yr",,0
PUT,/search?lang=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: ct4Yu9ibJzQ1",,0
PUT,/search?page=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: YPIFnRV3NqEJ",,0
GET,/search,"User-Agent: Mozilla/5.0
X-Request-ID: 4XeCsD8AS0K2",file=' AND SLEEP(5)--,1
PUT,/docs?file=%253Csvg/onload%253Dalert%25281%2529%253E,"User-Agent: Mozilla/5.0
X-Request-ID: h0r7685CAN7E",,1
PUT,/search?search=%27%3B%20DROP%20TABLE%20users%3B%20--,"User-Agent: Mozilla/5.0
X-Request-ID: MNBW6N1tSn3c",,1
GET,/login?page=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: 3i972Vg5r9Hb",,0
POST,/search,"User-Agent: Mozilla/5.0
X-Request-ID: rac7S4B9teaK",page=%24%28whoami%29,1
GET,/docs?username=; ls -la,"User-Agent: Mozilla/5.0
X-Request-ID: RC5yPtGkFxcK",,1
POST,/blog?ref=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: 5Jfw9gN0U2mt",,0
POST,/login?file=%27%3B%20DROP%20TABLE%20users%3B%20--,"User-Agent: Mozilla/5.0
X-Request-ID: xz6402KQNLN3",,1
GET,/login?q=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: tRspaEYAHrV0",,0
POST,/blog?file=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: 9ZQchDr7tU5a",,0
POST,/search?lang=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: wU9LMh7Gu78K",,0
POST,/search,"User-Agent: Mozilla/5.0
X-Request-ID: 0pl9dgYT6uE7",query=/etc/shadow,1
POST,/api/user?id=%2527%253B%2520DROP%2520TABLE%2520users%253B%2520--,"User-Agent: Mozilla/5.0
X-Request-ID: vwUrH6DAuIQL",,1
GET,/checkout?q=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: 4gQuiJqduJuw",,0
POST,/docs?search=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: 78hwk8R9fTyS",,0
PUT,/docs?query=' OR 1=1 --,"User-Agent: Mozilla/5.0
X-Request-ID: I6SJ978O7ng8",,1
GET,/product?search=/etc/shadow,"User-Agent: Mozilla/5.0
X-Request-ID: oA00z0J7EqKA",,1
PUT,/product?file=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: ng1D8P4KtkOt",,0
PUT,/images?q=$(whoami),"User-Agent: Mozilla/5.0
X-Request-ID: mVPJjPWwBRE6",,1
GET,/search?search=&& cat /etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: a8MDcC7kMoz3",,1
GET,/images?search=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: FOwnTaFhpoLe",,0
PUT,/images?lang=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: nLshRJiIq76f",,0
GET,/checkout?lang=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: YUiCnoodUcso",,0
GET,/checkout?id=%7C%20whoami,"User-Agent: Mozilla/5.0
X-Request-ID: w2xYkDhSSDLv",,1
PUT,/blog?search=%253B%2520ls%2520-la,"User-Agent: Mozilla/5.0
X-Request-ID: MjdWhuI9SVQk",,1
PUT,/images?query=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: lccyEHeq2E7z",,0
POST,/search,"User-Agent: Mozilla/5.0
X-Request-ID: WEEaev2YC52M",file=%253Cimg%2520src%253Dx%2520onerror%253Dalert%25281%2529%253E,1
GET,/api/user?file=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: rNpMFkZd6EIQ",,0
GET,/login?q=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: dnODwfpMPoOG",,0
POST,/api/user?query=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,"User-Agent: Mozilla/5.0
X-Request-ID: PARIzZudNuEt",,1
POST,/api/user?search=%2527%2520UNION%2520SELECT%2520NULL%252CNULL%2520--,"User-Agent: Mozilla/5.0
X-Request-ID: lXasF3u6mdjJ",,1
POST,/images?search=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: PyZx7d5R73XJ",,0
POST,/api/user?page=%2526%2526%2520cat%2520/etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: 9jzLQakWyJSm",,1
PUT,/docs?q=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: UD8LjjaNIpee",,1
PUT,/product?page=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: HiP9HPgyO4Qd",,0
GET,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: 3b1c7N0N6yD9",file=%24%28whoami%29,1
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: sijNEKl5qcHs",username=' AND SLEEP(5)--,1
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: 1hb2MNOl3bWH",ref=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,1
GET,/docs?page=../images/banner.png,"User-Agent: Mozilla/5.0
X-Request-ID: tVZ7By5109Iy",,0
PUT,/search?file=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: Q1HiI3pzFIvR",,0
GET,/api/user?search=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: saLXQjPXh0gV",,0
POST,/docs?page=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: 0GjQcjUnAkhx",,0
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: LD9oKdjSa0dw",search=' AND SLEEP(5)--,1
PUT,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: 9wsrp9RKrkl9",file=/etc/shadow,1
POST,/login?file=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: L9xuDoe6rJs4",,0
PUT,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: ZxWzFubIMJ5a",query=<img src=x onerror=alert(1)>,1
POST,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: r0qYTZzkhrN2",page=/etc/shadow,1
POST,/checkout?q=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: rObm7Ik7kkub",,0
PUT,/login?ref=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: 22Nw9DzAi0A1",,1
PUT,/checkout?page=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: XPQi4MPkb6OG",,0
PUT,/product?q=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: kjt2OfDiQxpr",,0
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: 4Axg9aHkhmnx",search=%2527%253B%2520DROP%2520TABLE%2520users%253B%2520--,1
POST,/blog?id=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: ZIWBnsGbUHfK",,0
POST,/product?query=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: OGi0WPngX1SZ",,0
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: qsXNn2k8TvVg",username=%3Cscript%3Ealert%281%29%3C/script%3E,1
POST,/api/user?id=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: 5xESiBHUu2D5",,0
PUT,/login?lang=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: ungSrZ5Ux6bc",,0
POST,/checkout?username=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: iMB5LF2xpr7z",,0
GET,/docs?ref=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,"User-Agent: Mozilla/5.0
X-Request-ID: dtJAZcrsJAg4",,1
POST,/docs?file=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: HHYQx9qJDELY",,0
PUT,/login?id=%2527%2520AND%2520SLEEP%25285%2529--,"User-Agent: Mozilla/5.0
X-Request-ID: AqUxcgiHTsKi",,1
GET,/blog?q=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: 4iGt6v8BHfBq",,0
GET,/blog?q=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: QjhK6Im4u8NL",,0
POST,/product?id=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: ZDzhv7NAEfLv",,0
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: oTXbKetnmFOr",search=<script>alert(1)</script>,1
POST,/search?username=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: qsOBMuX6O45S",,0
POST,/api/user?ref=....//....//etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: KcoM8TSlAMe1",,1
GET,/login?q=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: eJ2vJ2gDwsN3",,0
POST,/docs?query=%7C%20whoami,"User-Agent: Mozilla/5.0
X-Request-ID: Yr4BLTb9zWjR",,1
GET,/docs?file=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: bB8hcMi9pPwe",,0
GET,/docs?page=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: TVrKGmqpeKot",,0
PUT,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: 90GSxlEW6ej1",search=....//....//etc/passwd,1
POST,/images?search=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: KBWZEjrCXuy6",,0
POST,/docs?username=%7C%20whoami,"User-Agent: Mozilla/5.0
X-Request-ID: uwySorycPNr6",,1
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: wdaKJjgWtEL0",username=%253Cimg%2520src%253Dx%2520onerror%253Dalert%25281%2529%253E,1
GET,/blog?ref=' AND SLEEP(5)--,"User-Agent: Mozilla/5.0
X-Request-ID: F3dtuX4kCnmr",,1
PUT,/images,"User-Agent: Mozilla/5.0
X-Request-ID: ZhcQiO2eV32j",username=<img src=x onerror=alert(1)>,1
PUT,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: 0Tkw61JYxI6a",id=../../etc/passwd,1
PUT,/blog?id=/etc/shadow,"User-Agent: Mozilla/5.0
X-Request-ID: WefDdjxr4IgD",,1
PUT,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: X4fujy4W2P2R",query=%7C%20whoami,1
POST,/api/user?ref=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: yzx27MIl4CAw",,0
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: p0W2ncEdNCAH",lang=%3Cscript%3Ealert%281%29%3C/script%3E,1
PUT,/docs?q=../images/banner.png,"User-Agent: Mozilla/5.0
X-Request-ID: vMK4Np0uC9PR",,0
PUT,/login?q=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: c8LEd1iZaVQ1",,0
POST,/product,"User-Agent: Mozilla/5.0
X-Request-ID: tV7lLoyQdsVB",id=' OR 1=1 --,1
POST,/api/user?q=%2527%253B%2520DROP%2520TABLE%2520users%253B%2520--,"User-Agent: Mozilla/5.0
X-Request-ID: 0pqRrNJMbhJs",,1
PUT,/api/user?ref=%7C%20whoami,"User-Agent: Mozilla/5.0
X-Request-ID: GKQAFaAxemGE",,1
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: yuAdqcmu1tXa",query=%27%20UNION%20SELECT%20NULL%2CNULL%20--,1
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: ORXDDTs68H72",id=....//....//etc/passwd,1
POST,/search?q=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: d9dSnattDOCX",,0
POST,/docs?query=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: O17DCaODQf3B",,0
GET,/checkout?file=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: VCJCgfatra7y",,0
POST,/login?file=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: JX01y8V3Pvz5",,0
PUT,/product?query=&& cat /etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: NQZXkrEsWKiN",,1
PUT,/blog?q=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: lpwpZgdl6gTM",,0
POST,/api/user?page=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: x7e9uOXViJP3",,0
GET,/checkout?query=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: 4S1ejIu1FO5T",,0
POST,/search?query=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: xQpn4iLygiiS",,0
PUT,/blog?file=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: BIUHzFZ8wAqH",,0
PUT,/blog?file=<svg/onload=alert(1)>,"User-Agent: Mozilla/5.0
X-Request-ID: Nmyb5gZJ1fR6",,1
POST,/docs?username=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: 5pNpTDlxyApN",,0
PUT,/login?q=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: 3l0ypZYTL6xE",,0
GET,/search?page=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: HzIcoAOe7nlB",,0
PUT,/api/user?query=....//....//etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: DCaKb07dpyVH",,1
GET,/product?q=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: auEXdKvCr3qR",,0
PUT,/login?q=%27%20AND%20SLEEP%285%29--,"User-Agent: Mozilla/5.0
X-Request-ID: Eu1KUGuk9IPp",,1
GET,/docs?q=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: hjsVZI9bjRIK",,0
GET,/product?page=%257C%2520whoami,"User-Agent: Mozilla/5.0
X-Request-ID: W3COV1w0XFzc",,1
POST,/checkout?id=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: kXhtykQIN6jn",,0
GET,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: 8FdouWuO3yWm",id=%253Cscript%253Ealert%25281%2529%253C/script%253E,1
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: NJWxqTarjVyg",search=/etc/shadow,1
PUT,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: RP2E17XHJk7A",search=%2527%2520AND%2520SLEEP%25285%2529--,1
POST,/product?username=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: oFxM23YsWiLa",,0
POST,/search?file='; DROP TABLE users; --,"User-Agent: Mozilla/5.0
X-Request-ID: jw9H9mdHYujN",,1
PUT,/blog?file=1%2520OR%2520TRUE,"User-Agent: Mozilla/5.0
X-Request-ID: GDT4sXHOVPVZ",,1
GET,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: Z5NnNHQPZ2Qn",username=%3Cscript%3Ealert%281%29%3C/script%3E,1
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: siBm8K3c7LCK","page=alert(String.fromCharCode(88,83,83))",1
PUT,/checkout?file=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: jTiSPQdQ1LQV",,0
GET,/blog?lang=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: TjhDOfAyAUze",,0
GET,/images?search=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: kT6mwWEozmfD",,0
POST,/product?query=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: I0p1noua6zcV",,0
GET,/search?lang=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: cQF3rMxPrxl5",,0
POST,/images?file=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: SgZ8kSODi0Ac",,0
GET,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: c7mJ5jzbRSpn",q=/etc/shadow,1
POST,/blog?ref=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: hJ5Mue7zw9ge",,0
POST,/docs?search=%24%28whoami%29,"User-Agent: Mozilla/5.0
X-Request-ID: lWnFSs440DSr",,1
PUT,/login?query=%26%26%20cat%20/etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: ScToCM2bKgrf",,1
PUT,/product?file=&& cat /etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: ZRmzB0KMGSfv",,1
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: wJQRIO8pMJnJ","id=alert(String.fromCharCode(88,83,83))",1
PUT,/images?q=%27%20UNION%20SELECT%20NULL%2CNULL%20--,"User-Agent: Mozilla/5.0
X-Request-ID: bMHl31XQsC22",,1
GET,/product?lang=../images/banner.png,"User-Agent: Mozilla/5.0
X-Request-ID: h9JfWP23F6fv",,0
POST,/blog?ref=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: N1Ba24mM9spr",,0
POST,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: 4nyKPFwdJ1v0",search=../../etc/passwd,1
POST,/api/user?query=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: xk7aaK7JgemL",,0
POST,/images?id=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: 9pDOZU76iD7C",,0
POST,/product?id=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: jxZTd2Rc4Wet",,0
POST,/api/user?q=<svg/onload=alert(1)>,"User-Agent: Mozilla/5.0
X-Request-ID: NCFMqOH270JD",,1
PUT,/api/user?search=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: ZYV5xgtqquNM",,1
PUT,/search?lang=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: crfzZTwVY4hh",,0
GET,/product,"User-Agent: Mozilla/5.0
X-Request-ID: B5A6uaoM3lwq",query=' OR 1=1 --,1
PUT,/api/user?query=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: 37SQ78QeB3Ur",,0
POST,/images?page=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: Y0C5ibEokG9O",,0
GET,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: Y4K3TlAhBLeY",page=%26%26%20cat%20/etc/passwd,1
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: UH9FtBbstWyv",username=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,1
PUT,/api/user?id=%3Csvg/onload%3Dalert%281%29%3E,"User-Agent: Mozilla/5.0
X-Request-ID: MbIBSaC0ki1o",,1
PUT,/checkout?id=1 OR TRUE,"User-Agent: Mozilla/5.0
X-Request-ID: P7qBjUjUykdW",,1
GET,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: 6HX6FIhjtkAD",page=1%2520OR%2520TRUE,1
GET,/api/user?search=%2524%2528whoami%2529,"User-Agent: Mozilla/5.0
X-Request-ID: ek7JShjfMKFI",,1
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: ezeLcsx2fpMN",ref=%2527%2520UNION%2520SELECT%2520NULL%252CNULL%2520--,1
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: O56Kv3uB4m45",q=<img src=x onerror=alert(1)>,1
PUT,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: euHnyB7iyJX1",lang=/etc/shadow,1
POST,/api/user?username=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: bo6vYcMssfSm",,0
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: B5KlEL56Rb6p",page=<img src=x onerror=alert(1)>,1
PUT,/images?ref=%27%20UNION%20SELECT%20NULL%2CNULL%20--,"User-Agent: Mozilla/5.0
X-Request-ID: DUCkEfB2x7yr",,1
POST,/login?q=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: QXEz0oUmXJ9W",,0
GET,/search?q=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: HP3ftoch7Cw6",,0
POST,/search?q=../images/banner.png,"User-Agent: Mozilla/5.0
X-Request-ID: vN0P67C1tJgQ",,0
PUT,/images?search=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: ck4OCI6RVsc9",,0
PUT,/api/user?lang=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: ONbnBGPpV7wE",,0
POST,/blog?ref=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,"User-Agent: Mozilla/5.0
X-Request-ID: SKJqT3YdwVDm",,1
PUT,/docs?lang=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: UTW5AmC4GOuv",,0
GET,/login?search=/etc/shadow,"User-Agent: Mozilla/5.0
X-Request-ID: kO4ieLYDRbfW",,1
PUT,/search?lang=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: a7gAnmN8LXmm",,0
GET,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: 3aHTS2kBLdOp",search=../../etc/passwd,1
POST,/product?id=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: 2gbkflpQLvL1",,0
PUT,/login?id=%253Csvg/onload%253Dalert%25281%2529%253E,"User-Agent: Mozilla/5.0
X-Request-ID: P08zfxQAXwo5",,1
POST,/product?lang=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: vYIlaWrIPVid",,0
GET,/docs?ref=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: NTWnLoMN4T6W",,0
POST,/blog?query=../images/banner.png,"User-Agent: Mozilla/5.0
X-Request-ID: ueCLev5BUoT3",,0
POST,/docs?lang=%2527%2520UNION%2520SELECT%2520NULL%252CNULL%2520--,"User-Agent: Mozilla/5.0
X-Request-ID: HW2VqJCP2pNb",,1
GET,/images?query=%2527%2520AND%2520SLEEP%25285%2529--,"User-Agent: Mozilla/5.0
X-Request-ID: bP3EN32fjeiI",,1
GET,/search?file=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: DCKxgDUh7un2",,0
