method,url,headers,body,label
PUT,"/search?file=' UNION SELECT NULL,NULL --","User-Agent: Mozilla/6.0
X-Request-ID: pdCzlYmt",,1
PUT,/blog?page=&& cat /etc/passwd,"User-Agent: Mozilla/6.0
X-Request-ID: frYeOKbE",,1
PUT,/api/user?page=laptop,"User-Agent: Mozilla/5.0
X-Request-ID: NuMOCJkE",,0
POST,/search?username=%27%20UNION%20SELECT%20NULL%2CNULL%20--,"User-Agent: Mozilla/5.0
X-Request-ID: voLsAiEp",,1
PUT,/api/user?search=false,"User-Agent: Mozilla/4.0
X-Request-ID: qJDwjOEx",,0
PUT,/blog,"User-Agent: Mozilla/6.0
X-Request-ID: cEEyNXVl","id="" onmouseover=alert(1) """,1
POST,/search?lang=john,"User-Agent: Mozilla/4.0
X-Request-ID: lzIjXACZ",,0
GET,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: dNaoylWM",lang=%27%3B%20DROP%20TABLE%20users%3B%20--,1
GET,/blog?id=item45,"User-Agent: Mozilla/6.0
X-Request-ID: XGWfSSQB",,0
PUT,/search?file=../../etc/passwd,"User-Agent: Mozilla/4.0
X-Request-ID: pGIJIWkw",,1
POST,/api/user?search=%27%20OR%20%27a%27%3D%27a,"User-Agent: Mozilla/4.0
X-Request-ID: aWEXJOUr",,1
GET,/checkout,"User-Agent: Mozilla/6.0
X-Request-ID: KeUaqNoP",page=/etc/shadow,1
GET,/product?search=iphone,"User-Agent: Mozilla/4.0
X-Request-ID: wShvApyx",,0
GET,/blog?q=%27%20AND%20SLEEP%285%29--,"User-Agent: Mozilla/5.0
X-Request-ID: KPPvTWJy",,1
POST,/search,"User-Agent: Mozilla/6.0
X-Request-ID: cOtdKZuB",lang=%27%20OR%201%3D1%20--,1
PUT,/product?page=false,"User-Agent: Mozilla/6.0
X-Request-ID: tvBiUZJF",,0
PUT,/search?search=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,"User-Agent: Mozilla/4.0
X-Request-ID: ELUbuxzE",,1
PUT,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: vTWNcONa",file=; ls -la,1
GET,/api/user,"User-Agent: Mozilla/6.0
X-Request-ID: hzXTGbFs",id=<script>alert(1)</script>,1
PUT,/login?lang=iphone,"User-Agent: Mozilla/6.0
X-Request-ID: jJzbOaWn",,0
PUT,/checkout?id=true,"User-Agent: Mozilla/6.0
X-Request-ID: wyiyOAkJ",,0
GET,"/product?file="" onmouseover=alert(1) ""","User-Agent: Mozilla/5.0
X-Request-ID: MDnNfKKd",,1
GET,/blog?lang=item45,"User-Agent: Mozilla/4.0
X-Request-ID: YuNzIPuI",,0
PUT,/product?q=false,"User-Agent: Mozilla/4.0
X-Request-ID: rbNkqvrG",,0
POST,/search?page=john,"User-Agent: Mozilla/5.0
X-Request-ID: NwWpEoxO",,0
POST,/search,"User-Agent: Mozilla/6.0
X-Request-ID: sDvKogkT",q=%27%20OR%20%27a%27%3D%27a,1
PUT,/product?id=category1,"User-Agent: Mozilla/5.0
X-Request-ID: XWKtBFnc",,0
GET,/search?lang=category1,"User-Agent: Mozilla/4.0
X-Request-ID: emaVjpJC",,0
GET,/api/user?username=category1,"User-Agent: Mozilla/6.0
X-Request-ID: GdlwTsWM",,0
GET,/search?q=category1,"User-Agent: Mozilla/4.0
X-Request-ID: LIDOWnEQ",,0
POST,/checkout?id=john,"User-Agent: Mozilla/5.0
X-Request-ID: nhHJZSNQ",,0
POST,/product?id=false,"User-Agent: Mozilla/5.0
X-Request-ID: cKfQeEZJ",,0
POST,/product?page=| whoami,"User-Agent: Mozilla/4.0
X-Request-ID: IwsVSavl",,1
PUT,/product?file=category1,"User-Agent: Mozilla/4.0
X-Request-ID: zjpbZEWi",,0
GET,/login?lang=category1,"User-Agent: Mozilla/5.0
X-Request-ID: EitEkpZD",,0
GET,/checkout,"User-Agent: Mozilla/4.0
X-Request-ID: vmmhYvMh",page=%22%20onmouseover%3Dalert%281%29%20%22,1
POST,"/api/user?id=' UNION SELECT NULL,NULL --","User-Agent: Mozilla/6.0
X-Request-ID: wBgrKrut",,1
PUT,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: oHjYSpiz",id=<img src=x onerror=alert(1)>,1
GET,/checkout,"User-Agent: Mozilla/4.0
X-Request-ID: ciIIcUVW",page=%27%20OR%20%27a%27%3D%27a,1
GET,/product,"User-Agent: Mozilla/6.0
X-Request-ID: jrJcDgOF",page=/etc/shadow,1
GET,/search?q=%27%20UNION%20SELECT%20NULL%2CNULL%20--,"User-Agent: Mozilla/4.0
X-Request-ID: LLIhiEmF",,1
POST,/blog,"User-Agent: Mozilla/4.0
X-Request-ID: pbTcttPE",page='; DROP TABLE users; --,1
POST,/checkout?lang=%26%26%20cat%20/etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: CyQhxWWS",,1
GET,/search?lang=category1,"User-Agent: Mozilla/5.0
X-Request-ID: MsfxDVex",,0
PUT,/product?username=category1,"User-Agent: Mozilla/6.0
X-Request-ID: SEKbOtHU",,0
POST,/blog?lang=english,"User-Agent: Mozilla/6.0
X-Request-ID: OCjtRrop",,0
GET,/search,"User-Agent: Mozilla/4.0
X-Request-ID: UUmaRCak",search=/etc/shadow,1
POST,/blog,"User-Agent: Mozilla/6.0
X-Request-ID: JYnEjbUc",file=%27%20OR%20%27a%27%3D%27a,1
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: SAfTKKmk",page=/etc/shadow,1
GET,/checkout,"User-Agent: Mozilla/6.0
X-Request-ID: abtZUtpp",lang=../../../../windows/win.ini,1
GET,/product?file=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: ZxBXRWdu",,0
POST,/search,"User-Agent: Mozilla/4.0
X-Request-ID: nebVCUuD",lang=<svg/onload=alert(1)>,1
POST,/product?id=' OR 1=1 --,"User-Agent: Mozilla/6.0
X-Request-ID: amapvhMT",,1
GET,/search?username=john,"User-Agent: Mozilla/6.0
X-Request-ID: eeRkdXiH",,0
PUT,/api/user,"User-Agent: Mozilla/4.0
X-Request-ID: qXjJaUyp",file=../../../../windows/win.ini,1
PUT,/search?lang=<img src=x onerror=alert(1)>,"User-Agent: Mozilla/4.0
X-Request-ID: hddUAlTK",,1
POST,/api/user?id=english,"User-Agent: Mozilla/6.0
X-Request-ID: OcNPDVGq",,0
PUT,/login?q=<script>alert(1)</script>,"User-Agent: Mozilla/6.0
X-Request-ID: vHdPttvU",,1
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: mzQsiSkQ",page=' OR 'a'='a,1
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: XqpQmLcY",username=' OR 'a'='a,1
POST,/product,"User-Agent: Mozilla/4.0
X-Request-ID: fsLoAmio",lang=%27%20OR%201%3D1%20--,1
POST,/search?file=item45,"User-Agent: Mozilla/6.0
X-Request-ID: IRWtgdRR",,0
POST,/product?q=item45,"User-Agent: Mozilla/5.0
X-Request-ID: nfAHvKVy",,0
POST,/product?search=john,"User-Agent: Mozilla/6.0
X-Request-ID: IGRAQMtz",,0
POST,/login?file=<svg/onload=alert(1)>,"User-Agent: Mozilla/6.0
X-Request-ID: ZmwhRsIw",,1
POST,/api/user?id=true,"User-Agent: Mozilla/4.0
X-Request-ID: ZjXpFkgg",,0
PUT,/login,"User-Agent: Mozilla/6.0
X-Request-ID: VelnhoCE",lang=%27%20OR%201%3D1%20--,1
PUT,/blog,"User-Agent: Mozilla/4.0
X-Request-ID: NidHdQoW",lang=; ls -la,1
PUT,/blog?id=laptop,"User-Agent: Mozilla/5.0
X-Request-ID: vEIIvvTQ",,0
GET,/search?lang=' OR 'a'='a,"User-Agent: Mozilla/5.0
X-Request-ID: mosvrUFp",,1
POST,/checkout?username=%27%20OR%201%3D1%20--,"User-Agent: Mozilla/5.0
X-Request-ID: oBhRVDTb",,1
POST,/login,"User-Agent: Mozilla/5.0
X-Request-ID: NQDlfWID","file=' UNION SELECT NULL,NULL --",1
GET,/checkout,"User-Agent: Mozilla/4.0
X-Request-ID: npNdmukQ",file=/etc/shadow,1
POST,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: CsLCGeKu",file=%27%3B%20DROP%20TABLE%20users%3B%20--,1
PUT,/blog?username=item45,"User-Agent: Mozilla/6.0
X-Request-ID: TzUQutnG",,0
POST,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: TiAcRmOl",username=`id`,1
GET,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: hhxdtHUr",lang=%26%26%20cat%20/etc/passwd,1
PUT,/checkout?q=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: yXkeAncy",,0
POST,/product?lang=../../../../windows/win.ini,"User-Agent: Mozilla/4.0
X-Request-ID: zePTKoEZ",,1
POST,/checkout,"User-Agent: Mozilla/6.0
X-Request-ID: eNfGHrEM",search=%3Cscript%3Ealert%281%29%3C/script%3E,1
GET,/api/user?search=' OR 'a'='a,"User-Agent: Mozilla/6.0
X-Request-ID: bzcqJELW",,1
PUT,/login?q=category1,"User-Agent: Mozilla/5.0
X-Request-ID: OpyOTYoM",,0
POST,/search?q=john,"User-Agent: Mozilla/4.0
X-Request-ID: EbdaXXgk",,0
PUT,/checkout?search=english,"User-Agent: Mozilla/6.0
X-Request-ID: GSbFewRb",,0
PUT,/api/user?username=category1,"User-Agent: Mozilla/6.0
X-Request-ID: NnWqKAGH",,0
GET,/search,"User-Agent: Mozilla/6.0
X-Request-ID: mGurjGfY",q=%3Csvg/onload%3Dalert%281%29%3E,1
GET,/login,"User-Agent: Mozilla/4.0
X-Request-ID: ITbEegww",page=../../etc/passwd,1
GET,/search?page=english,"User-Agent: Mozilla/4.0
X-Request-ID: JxLDKmAm",,0
GET,/product?username=123,"User-Agent: Mozilla/6.0
X-Request-ID: geZDWVOU",,0
PUT,/search?lang=iphone,"User-Agent: Mozilla/6.0
X-Request-ID: VYpwDqrz",,0
POST,/product?file=english,"User-Agent: Mozilla/5.0
X-Request-ID: yHSbTHAF",,0
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: BRzZuAtm",q=%60id%60,1
POST,/search,"User-Agent: Mozilla/4.0
X-Request-ID: QgksZpKT",file=| whoami,1
GET,/search?lang=false,"User-Agent: Mozilla/4.0
X-Request-ID: mlBMgbeW",,0
PUT,/product?id=true,"User-Agent: Mozilla/6.0
X-Request-ID: LVukauug",,0
POST,/search?id=| whoami,"User-Agent: Mozilla/6.0
X-Request-ID: XsFYrQRV",,1
PUT,/search?username=english,"User-Agent: Mozilla/6.0
X-Request-ID: XNbIylzg",,0
GET,/blog?file=english,"User-Agent: Mozilla/4.0
X-Request-ID: azDANDHU",,0
GET,"/login?q=' UNION SELECT NULL,NULL --","User-Agent: Mozilla/6.0
X-Request-ID: KJHrGXYV",,1
PUT,/checkout?page=<script>alert(1)</script>,"User-Agent: Mozilla/5.0
X-Request-ID: pKcUykTC",,1
POST,/api/user?username=category1,"User-Agent: Mozilla/5.0
X-Request-ID: lnTklVOp",,0
GET,/checkout?q=category1,"User-Agent: Mozilla/5.0
X-Request-ID: xHZsGTig",,0
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: PtKcyjWT","search=' UNION SELECT NULL,NULL --",1
POST,/api/user?q=category1,"User-Agent: Mozilla/4.0
X-Request-ID: GmGJDWpd",,0
POST,/checkout?file=&& cat /etc/passwd,"User-Agent: Mozilla/4.0
X-Request-ID: UuDxcErx",,1
GET,/product?lang=123,"User-Agent: Mozilla/4.0
X-Request-ID: qOGoBRqo",,0
GET,/checkout?file=category1,"User-Agent: Mozilla/5.0
X-Request-ID: yjqGUayM",,0
PUT,/api/user?lang=123,"User-Agent: Mozilla/6.0
X-Request-ID: CxAoCOVb",,0
GET,/login?username=true,"User-Agent: Mozilla/4.0
X-Request-ID: IZpoIGGs",,0
GET,/search?id=<script>alert(1)</script>,"User-Agent: Mozilla/5.0
X-Request-ID: RVCDhGWg",,1
POST,/login?search=%7C%20whoami,"User-Agent: Mozilla/5.0
X-Request-ID: oTFoEFIk",,1
POST,/login?lang=%27%20OR%201%3D1%20--,"User-Agent: Mozilla/6.0
X-Request-ID: jnesIvkH",,1
GET,/product,"User-Agent: Mozilla/5.0
X-Request-ID: LAcyVzZL",lang='; DROP TABLE users; --,1
PUT,/login?file=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: YZWUeBYP",,1
POST,/blog,"User-Agent: Mozilla/4.0
X-Request-ID: tkcTJoab",q=<script>alert(1)</script>,1
PUT,/product?q=category1,"User-Agent: Mozilla/6.0
X-Request-ID: KTMRXCeq",,0
PUT,/blog?q=../../etc/passwd,"User-Agent: Mozilla/4.0
X-Request-ID: CuFibGOh",,1
GET,/product?page=123,"User-Agent: Mozilla/4.0
X-Request-ID: odKMNkSE",,0
PUT,/search?file=english,"User-Agent: Mozilla/4.0
X-Request-ID: kuSqrSKI",,0
PUT,/product?username=%7C%20whoami,"User-Agent: Mozilla/6.0
X-Request-ID: MNzEFKlB",,1
PUT,/blog?file=../../../../windows/win.ini,"User-Agent: Mozilla/6.0
X-Request-ID: WKhdAePZ",,1
POST,/checkout?username=english,"User-Agent: Mozilla/5.0
X-Request-ID: piRLnSQU",,0
POST,/blog,"User-Agent: Mozilla/4.0
X-Request-ID: cIgehfdN","file=' UNION SELECT NULL,NULL --",1
POST,/checkout?username=%3Csvg/onload%3Dalert%281%29%3E,"User-Agent: Mozilla/6.0
X-Request-ID: BuiWzWFG",,1
PUT,/blog,"User-Agent: Mozilla/4.0
X-Request-ID: DUApfRyl",lang=%27%3B%20DROP%20TABLE%20users%3B%20--,1
GET,/checkout?file=false,"User-Agent: Mozilla/6.0
X-Request-ID: MxCWgPgj",,0
GET,/search?page=category1,"User-Agent: Mozilla/6.0
X-Request-ID: sLrjUyKI",,0
GET,/login?lang=laptop,"User-Agent: Mozilla/6.0
X-Request-ID: jNeOMLXo",,0
GET,/product,"User-Agent: Mozilla/6.0
X-Request-ID: WMmYRemU",file=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,1
POST,/blog?username=' OR 'a'='a,"User-Agent: Mozilla/4.0
X-Request-ID: EchkKVkr",,1
POST,/search?search=%27%20AND%20SLEEP%285%29--,"User-Agent: Mozilla/4.0
X-Request-ID: ndGGXyMS",,1
GET,/search?q=iphone,"User-Agent: Mozilla/4.0
X-Request-ID: rxQkSGfA",,0
PUT,/login?search=john,"User-Agent: Mozilla/5.0
X-Request-ID: XWAmANUP",,0
POST,/product?page=%27%3B%20DROP%20TABLE%20users%3B%20--,"User-Agent: Mozilla/5.0
X-Request-ID: JcJHpxnS",,1
PUT,/login?search=123,"User-Agent: Mozilla/4.0
X-Request-ID: vQpsiQZr",,0
GET,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: cmuXrRiR",page=%26%26%20cat%20/etc/passwd,1
GET,/api/user?page=| whoami,"User-Agent: Mozilla/5.0
X-Request-ID: aFjnNZKk",,1
POST,/api/user?username=category1,"User-Agent: Mozilla/6.0
X-Request-ID: yBclhnUa",,0
POST,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: YosOWoQN",username=<svg/onload=alert(1)>,1
GET,/checkout?search=123,"User-Agent: Mozilla/5.0
X-Request-ID: ljsLYSvT",,0
POST,/api/user?id=../../etc/passwd,"User-Agent: Mozilla/4.0
X-Request-ID: iAzpqscj",,1
GET,/search?file=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: OuFdKIWZ",,0
PUT,/api/user?search=123,"User-Agent: Mozilla/4.0
X-Request-ID: VWDzTdYZ",,0
POST,/blog?q=%27%3B%20DROP%20TABLE%20users%3B%20--,"User-Agent: Mozilla/4.0
X-Request-ID: IZjoppXV",,1
POST,/checkout?search=english,"User-Agent: Mozilla/6.0
X-Request-ID: CCdtvHTs",,0
PUT,/checkout?q=laptop,"User-Agent: Mozilla/4.0
X-Request-ID: vBGKUxPh",,0
GET,/login,"User-Agent: Mozilla/6.0
X-Request-ID: ixlqaZEz","lang=' UNION SELECT NULL,NULL --",1
PUT,/login?lang=laptop,"User-Agent: Mozilla/5.0
X-Request-ID: TecCUizJ",,0
PUT,/checkout?search=item45,"User-Agent: Mozilla/5.0
X-Request-ID: SWFErmBt",,0
POST,/product?q=false,"User-Agent: Mozilla/5.0
X-Request-ID: QtIKjndC",,0
POST,/login?username=false,"User-Agent: Mozilla/4.0
X-Request-ID: ymnIONdZ",,0
POST,/api/user?id=123,"User-Agent: Mozilla/6.0
X-Request-ID: PZHJBZDp",,0
POST,/login?id=%26%26%20cat%20/etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: EhoEbVuV",,1
PUT,/blog?q=false,"User-Agent: Mozilla/5.0
X-Request-ID: gIndnNVr",,0
GET,/login?username=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: DSWXBUWx",,0
PUT,/search?search=item45,"User-Agent: Mozilla/4.0
X-Request-ID: bJSgEfSb",,0
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: pHBBgiPX",lang=/etc/shadow,1
GET,/blog,"User-Agent: Mozilla/4.0
X-Request-ID: JgOTupNg",file=' AND SLEEP(5)--,1
POST,/blog?search=../../../../windows/win.ini,"User-Agent: Mozilla/5.0
X-Request-ID: lGdEQalN",,1
GET,/login?file=laptop,"User-Agent: Mozilla/6.0
X-Request-ID: RgSmakSq",,0
PUT,/blog?lang=john,"User-Agent: Mozilla/5.0
X-Request-ID: XriHVXUT",,0
PUT,/api/user?id=true,"User-Agent: Mozilla/6.0
X-Request-ID: HtIFCzJa",,0
POST,/product,"User-Agent: Mozilla/4.0
X-Request-ID: HfCRHIPt",page=%7C%20whoami,1
PUT,/login?page=english,"User-Agent: Mozilla/6.0
X-Request-ID: gFcSKVTG",,0
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: CvrwBDuZ",id=; ls -la,1
POST,/api/user?search=item45,"User-Agent: Mozilla/4.0
X-Request-ID: byNKKDOT",,0
PUT,/search?file=laptop,"User-Agent: Mozilla/4.0
X-Request-ID: ItgyKjHJ",,0
POST,/checkout,"User-Agent: Mozilla/4.0
X-Request-ID: hYNPQjyC",page=<img src=x onerror=alert(1)>,1
POST,/checkout,"User-Agent: Mozilla/4.0
X-Request-ID: QhTGTfXM",search=; ls -la,1
GET,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: OfyYXVws",q=%22%20onmouseover%3Dalert%281%29%20%22,1
POST,/login,"User-Agent: Mozilla/4.0
X-Request-ID: QZGNNwkq",lang=<script>alert(1)</script>,1
PUT,/blog?page=item45,"User-Agent: Mozilla/6.0
X-Request-ID: ZkIYInIg",,0
POST,/product?search=item45,"User-Agent: Mozilla/6.0
X-Request-ID: HCMOGWcq",,0
POST,/search?lang=english,"User-Agent: Mozilla/6.0
X-Request-ID: IQYPhwZH",,0
GET,/search?username=%60id%60,"User-Agent: Mozilla/5.0
X-Request-ID: qIbIgACB",,1
GET,/product,"User-Agent: Mozilla/5.0
X-Request-ID: JiChReUj",lang=' OR 'a'='a,1
POST,/blog?id=123,"User-Agent: Mozilla/6.0
X-Request-ID: lZdfFqwx",,0
PUT,/api/user?search=%3Csvg/onload%3Dalert%281%29%3E,"User-Agent: Mozilla/5.0
X-Request-ID: HGVXtPkX",,1
PUT,/api/user?lang=iphone,"User-Agent: Mozilla/4.0
X-Request-ID: JrDZpNzt",,0
GET,/blog,"User-Agent: Mozilla/4.0
X-Request-ID: ihscJKdh",id=<svg/onload=alert(1)>,1
POST,/blog?file=category1,"User-Agent: Mozilla/6.0
X-Request-ID: AKxKABRH",,0
GET,/blog?username=; ls -la,"User-Agent: Mozilla/4.0
X-Request-ID: pkxHSSUw",,1
PUT,/login?username=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,"User-Agent: Mozilla/4.0
X-Request-ID: uvCCpBGZ",,1
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: IiZEpurQ",q=%27%3B%20DROP%20TABLE%20users%3B%20--,1
PUT,/search?q=category1,"User-Agent: Mozilla/5.0
X-Request-ID: jTzqDvLx",,0
PUT,/blog?search=&& cat /etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: VvubWJOu",,1
PUT,/api/user?search='; DROP TABLE users; --,"User-Agent: Mozilla/6.0
X-Request-ID: xhaQXLYX",,1
GET,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: HEqsKHOW",lang=<script>alert(1)</script>,1
PUT,/login?page=%27%20AND%20SLEEP%285%29--,"User-Agent: Mozilla/4.0
X-Request-ID: hZXvLahQ",,1
PUT,/api/user?username=english,"User-Agent: Mozilla/4.0
X-Request-ID: mWtbzuTH",,0
PUT,/blog?search=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: RDqbFZQN",,0
GET,/product?id=false,"User-Agent: Mozilla/4.0
X-Request-ID: yycQBmSK",,0
POST,/product?search=%60id%60,"User-Agent: Mozilla/6.0
X-Request-ID: zTNGBjvq",,1
PUT,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: ghvIaiyc",username='; DROP TABLE users; --,1
GET,/checkout?username=true,"User-Agent: Mozilla/5.0
X-Request-ID: teylRVJT",,0
POST,/search?q=category1,"User-Agent: Mozilla/6.0
X-Request-ID: XTavYVyH",,0
GET,/blog?search=english,"User-Agent: Mozilla/6.0
X-Request-ID: WHnBooAS",,0
POST,/search?page=english,"User-Agent: Mozilla/6.0
X-Request-ID: MQFKCUNj",,0
PUT,/blog?q=123,"User-Agent: Mozilla/6.0
X-Request-ID: DoqpxNOe",,0
POST,/product?page=/etc/shadow,"User-Agent: Mozilla/4.0
X-Request-ID: UQsgNSfi",,1
GET,/checkout?id=123,"User-Agent: Mozilla/4.0
X-Request-ID: MRDHbHwJ",,0
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: puVGbeBH","id="" onmouseover=alert(1) """,1
POST,/login?file=john,"User-Agent: Mozilla/4.0
X-Request-ID: puSpdQFH",,0
PUT,/api/user?lang=laptop,"User-Agent: Mozilla/4.0
X-Request-ID: AILtDuAI",,0
PUT,/checkout?lang='; DROP TABLE users; --,"User-Agent: Mozilla/6.0
X-Request-ID: ZJRSYZuS",,1
GET,/search,"User-Agent: Mozilla/5.0
X-Request-ID: hvkmsjrr",id=<img src=x onerror=alert(1)>,1
GET,/product?file=item45,"User-Agent: Mozilla/5.0
X-Request-ID: qrZifpKj",,0
GET,/login?id=123,"User-Agent: Mozilla/5.0
X-Request-ID: NKCojjkD",,0
GET,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: MNGoKfqm",id=%27%20OR%20%27a%27%3D%27a,1
POST,/checkout?file=; ls -la,"User-Agent: Mozilla/4.0
X-Request-ID: DZcyPFxm",,1
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: dtuFbCcP",file=%22%20onmouseover%3Dalert%281%29%20%22,1
GET,/api/user?id=%27%20AND%20SLEEP%285%29--,"User-Agent: Mozilla/6.0
X-Request-ID: ZRjHDDVP",,1
GET,/api/user?search=' AND SLEEP(5)--,"User-Agent: Mozilla/5.0
X-Request-ID: wGOmlNpt",,1
POST,/blog?username=laptop,"User-Agent: Mozilla/4.0
X-Request-ID: DubwQOQt",,0
PUT,/product?search=123,"User-Agent: Mozilla/6.0
X-Request-ID: vQSCrShF",,0
PUT,/login,"User-Agent: Mozilla/6.0
X-Request-ID: CiERnnAb",lang=/etc/shadow,1
GET,/search?id=%3Cscript%3Ealert%281%29%3C/script%3E,"User-Agent: Mozilla/5.0
X-Request-ID: npWfNOsD",,1
POST,/product?id=../../etc/passwd,"User-Agent: Mozilla/4.0
X-Request-ID: kAdtcwxf",,1
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: NFjbWDlp",lang=| whoami,1
PUT,/search?username=john,"User-Agent: Mozilla/4.0
X-Request-ID: okOBCigS",,0
POST,/blog?page=iphone,"User-Agent: Mozilla/6.0
X-Request-ID: JhlimKBS",,0
POST,/login?q=item45,"User-Agent: Mozilla/5.0
X-Request-ID: wmflMTTO",,0
GET,/blog?file=123,"User-Agent: Mozilla/5.0
X-Request-ID: CUZDOnzp",,0
POST,/product,"User-Agent: Mozilla/6.0
X-Request-ID: NphxPgLk",id=<script>alert(1)</script>,1
POST,/login?id=iphone,"User-Agent: Mozilla/6.0
X-Request-ID: arVoRUqi",,0
GET,/search?lang=category1,"User-Agent: Mozilla/4.0
X-Request-ID: LqMkjEKm",,0
PUT,/search?lang=item45,"User-Agent: Mozilla/5.0
X-Request-ID: PcZUUFFv",,0
POST,/product,"User-Agent: Mozilla/6.0
X-Request-ID: zZNBoMTt",lang=' OR 'a'='a,1
GET,/search?q=%60id%60,"User-Agent: Mozilla/5.0
X-Request-ID: vBnWxuvp",,1
PUT,/checkout?file=%27%20OR%201%3D1%20--,"User-Agent: Mozilla/4.0
X-Request-ID: yeKtQBac",,1
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: tpXYoMyn",page=/etc/shadow,1
PUT,/search,"User-Agent: Mozilla/6.0
X-Request-ID: JdnlOyMY",search=%27%20OR%201%3D1%20--,1
POST,/search?q=123,"User-Agent: Mozilla/5.0
X-Request-ID: OMAiANmY",,0
GET,/search?file=item45,"User-Agent: Mozilla/6.0
X-Request-ID: sJvfaoZv",,0
POST,/product?file=english,"User-Agent: Mozilla/6.0
X-Request-ID: aWGXSjbw",,0
PUT,/blog?username=; ls -la,"User-Agent: Mozilla/5.0
X-Request-ID: sDjPoBHz",,1
PUT,/login?id=laptop,"User-Agent: Mozilla/4.0
X-Request-ID: evAeMyxF",,0
POST,/api/user?file=laptop,"User-Agent: Mozilla/6.0
X-Request-ID: AgSPLkEG",,0
POST,/blog?page=english,"User-Agent: Mozilla/4.0
X-Request-ID: vKJLFrrt",,0
GET,/checkout?lang=' OR 1=1 --,"User-Agent: Mozilla/5.0
X-Request-ID: LkaRqboI",,1
PUT,/product,"User-Agent: Mozilla/6.0
X-Request-ID: PzIQXMcu",username='; DROP TABLE users; --,1
PUT,/api/user,"User-Agent: Mozilla/6.0
X-Request-ID: kihWSMPp",search=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,1
GET,/api/user?search=%27%20OR%20%27a%27%3D%27a,"User-Agent: Mozilla/4.0
X-Request-ID: YUSQoDny",,1
GET,/api/user?search=laptop,"User-Agent: Mozilla/5.0
X-Request-ID: gTPgDHDp",,0
POST,/product?q=laptop,"User-Agent: Mozilla/6.0
X-Request-ID: LAeNpvxC",,0
POST,/checkout?id=item45,"User-Agent: Mozilla/4.0
X-Request-ID: dcbJGVFb",,0
PUT,/login?page=item45,"User-Agent: Mozilla/5.0
X-Request-ID: voadVrQl",,0
PUT,/product?q=item45,"User-Agent: Mozilla/6.0
X-Request-ID: BWwkRQoB",,0
PUT,/checkout?page=true,"User-Agent: Mozilla/5.0
X-Request-ID: UTqbggvN",,0
PUT,/api/user?lang=iphone,"User-Agent: Mozilla/6.0
X-Request-ID: RgZgfBcE",,0
POST,/checkout?q=john,"User-Agent: Mozilla/4.0
X-Request-ID: UOsqBTqu",,0
POST,/product?page=english,"User-Agent: Mozilla/4.0
X-Request-ID: YqgybxoO",,0
POST,/login?q=laptop,"User-Agent: Mozilla/6.0
X-Request-ID: uHYvEgfe",,0
GET,/search?username=laptop,"User-Agent: Mozilla/4.0
X-Request-ID: srhLlWCl",,0
GET,/checkout?q=iphone,"User-Agent: Mozilla/6.0
X-Request-ID: gNpmoOCz",,0
GET,/search?q=laptop,"User-Agent: Mozilla/4.0
X-Request-ID: ECUKSrSh",,0
POST,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: ubEPiRCu",page='; DROP TABLE users; --,1
GET,/product?file=../../etc/passwd,"User-Agent: Mozilla/6.0
X-Request-ID: xSBbxdUs",,1
